class_index,review_text
3,a story that needs to be heard in the sea of Holocaust movies
1,actor to lead a group of talented friends astray
4,... a powerful sequel and one of the best films of the year .
2,has been trying to pass off as acceptable teen entertainment for some time now
1,minimal appreciation
4,Unfolds as one of the most politically audacious films of recent decades
4,to the film 's considerable charm
4,a brilliant motion picture
0,unlikable
0,fails to fulfill its own ambitious goals
0,convoluted
0,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness
0,instantly forgettable and thoroughly dull
1,make for completely empty entertainment
4,of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them
1,his maudlin ending
1,between the artificial structure
3,a feast
0,that are all too abundant when human hatred spews forth unchecked
1,same easy targets
3,if MapQuest emailed him point-to-point driving directions
1,Has the marks of a septuagenarian ;
3,Offers a persuasive look at a defeated but defiant nation in flux .
1,beginning to hate it
4,E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .
4,A dazzling dream
0,care what kind of sewage they shovel into their mental gullets to simulate sustenance
2,Mitch Davis 's
0,insufferable movie
2,basically the sort
2,your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists
1,it ends up falling short as a whole
1,thin -- then out -- when there 's nothing else happening
3,affirm love 's power to help people endure almost unimaginable horror
1,distractions
1,the slightly flawed -LRB- and fairly unbelievable -RRB- finale
0,'s supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .
1,'n safe as to often play like a milquetoast movie of the week blown up for the big screen
4,sheerly beautiful
4,infectiously enthusiastic
3,a new treasure of the Hermitage
1,amounts to little more than punishment .
3,that it is laughingly enjoyable
4,#NOM?
2,Could this be the first major studio production shot on video tape instead of film
2,Craven 's
4,Watching these eccentrics is both inspiring and pure joy .
1,This is n't a new idea .
3,The Lady and the Duke surprisingly
0,a maker of softheaded metaphysical claptrap
0,is a film living far too much in its own head
4,delivered with such conviction that it 's hard not to be carried away
3,the movie slaloming through its hackneyed elements with enjoyable ease
0,painful to watch
0,maudlin and cliche-ridden
4,it 's so fascinating you wo n't be able to look away for a second .
1,throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken .
4,Gives everyone something to shout about .
4,powerful and reasonably fulfilling
3,a surprising winner with both adults and younger audiences
4,As well-acted and well-intentioned
2,Mariah
1,There 's no palpable chemistry between Lopez and male lead Ralph Fiennes
1,about an adult male dressed in pink jammies
1,From the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line
2,the possibility of creating a more darkly
1,over-familiarity
3,'s his strongest performance since The Doors
1,enough to give you brain strain
3,its floating narrative
2,tediously bad
4,refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original
1,a 20-car pileup
3,the merits of fighting hard for something that really matters
3,crisp and
1,can do even more damage
0,so insanely stupid
1,cautions
1,unnecessary films
0,why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed
3,playful but highly studied and dependent for its success on a patient viewer
2,these gross
0,'s no disguising this as one of the worst films of the summer
0,Terminally brain dead production
4,solid success
0,does n't work for me
4,captures the wonders and worries of childhood
1,living far too much
3,is marveilleux
3,leaves you giddy
3,the movie is better than you might think .
1,the superficial tensions of the dynamic he 's dissecting
1,of about six gags
2,for obvious reasons -RRB-
0,appalling ` Ace Ventura ' rip-off
0,is not Edward Burns ' best film
1,Rumor
4,an excellent cast
2,director D.J. Caruso 's grimy visual veneer and
0,under-inspired
2,the ` Korean New Wave '
1,in a bad-movie way
2,their own eyes
2,hack-and-slash
4,made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted
3,This is one of those war movies that focuses on human interaction rather than battle and action sequences ...
0,overwrought existentialism and
2,dramatics
1,clean-cut Dahmer
1,loopy and
1,less than pure wankery
1,the exception of about six gags
0,then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .
0,may be a flawed film
1,stripped of most of his budget and all of his sense of humor
2,Maid
1,is unusual but unfortunately also irritating .
1,hyper-artificiality
0,you should be able to find better entertainment .
0,the franchise 's best years are long past
1,no foundation for it
0,difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion
3,redemptive
1,than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating
1,a very old-school kind
0,what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year
1,soap opera
0,Imagine O. Henry 's The Gift of the Magi relocated to the scuzzy underbelly of NYC 's drug scene .
3,It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .
3,from Japan
4,funny situations and honest observations
3,New York metropolitan area
4,John Carpenter 's original
4,ability to pull together easily accessible stories that resonate with profundity
1,gibberish
4,comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness
3,swaggers through his scenes
2,Lil
4,there 's a certain robustness to this engaging mix of love and bloodletting .
0,nothing original in the way of slapstick sequences
2,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?
3,in which he would cut out figures from drawings and photographs and paste them together
0,An infuriating film .
0,because it 's so bad
2,as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism
4,zings along with vibrance and warmth
2,than fright
0,Pretend like your SAT scores are below 120 and
1,loads of irreparable damage
2,admit it
0,might as well be watching a rerun
0,of very bad Scouse accents
3,ideological
3,considerable power
0,a scummy ripoff of David Cronenberg
2,of our time
1,its cheesy screenplay
0,An inelegant combination of two unrelated shorts that falls far short of the director 's previous work
0,for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time
4,Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .
2,a summer overrun with movies dominated by CGI aliens and super heroes
0,sleep-inducingly slow-paced crime drama
1,to keep it from being maudlin
2,the comedy we settle for
4,of warmth and gentle humor
1,swipe 90 minutes of your time
4,it races to the finish line
2,is deja vu
0,an 88-minute rip-off
3,is still good fun .
1,muddled and
0,It 's petty thievery like this that puts flimsy flicks like this behind bars
3,fellow sophisticates
3,They can and will turn on a dime from oddly humorous to tediously sentimental .
4,oddly humorous
4,a moving experience for people who have n't read the book
0,Trouble Every Day is a plodding mess .
4,This is a movie that refreshes the mind and spirit along with the body
0,'s lazy for a movie to avoid solving one problem by trying to distract us with the solution to another
0,populating its hackneyed and meanspirited storyline with cardboard characters and performers who
3,original inspiration
2,a calculus major at M.I.T.
3,rivals the top Japanese animations of recent vintage
2,emerges in the movie
3,to a Sunshine State
0,sucks . '
0,The plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours
2,in TV
3,moments of real pleasure
0,terrible as the synergistic impulse that created it
0,feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .
1,'d be hard pressed to think of a film more cloyingly sappy than Evelyn this year .
1,is the filmmakers ' point ?
1,is pushed into the margins by predictable plotting and tiresome histrionics
3,he provides a strong itch to explore more .
0,It 's hard to understand why anyone in his right mind would even think to make the attraction a movie .
1,misconceived final 5
0,runs for only 71 minutes and feels like three hours
4,Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .
2,centering on food
4,accomplishes so much that one viewing ca n't possibly be enough
0,it 's a crime movie made by someone who obviously knows nothing about crime
4,A film with almost as many delights for adults as there are for children and dog lovers .
3,should appeal to women
0,painfully redundant and inauthentic
4,Australian filmmaker David Flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .
1,cumbersome
2,spy action flick with Antonio Banderas
2,be some sort of credible gender-provoking philosophy
0,More of the same old garbage
1,the greedy talent agents
0,'s hard to imagine another director ever making his wife look so bad in a major movie
2,a narrative puzzle
2,are supposed to have pulled off four similar kidnappings before
1,sloughs one 's way
3,and welfare centers
2,and cell phones
3,'s an often-cute film
0,` fatal script error
1,like a tired Tyco ad
3,to watch with kids and use to introduce video as art
4,'s strongest and most touching movie of recent years .
2,backmasking
0,lousy
0,The premise itself is just SOOOOO tired .
3,more timely in its despairing vision of corruption
4,'s funniest and most likeable movie in years .
2,on your watch
2,machinations
0,to be sealed in a jar and left on a remote shelf indefinitely
1,that never quite gel
1,on slippery footing
2,Rafael 's evolution
1,low-budget and
1,if the filmmakers come up with nothing original in the way of slapstick sequences
4,most purely enjoyable and satisfying
2,unsettling atmospherics
4,this was your introduction to one of the greatest plays of the last 100 years
3,rousing
1,characters ramble
2,selecting
2,of spy kids
2,sharing
2,the finished product
0,a movie this bad
2,determination to shock at any cost
3,a better person
4,an incredibly layered and stylistic film
2,Peter Bogdanovich
1,'s being conned right up to the finale
0,this movie 's lack of ideas
4,sweet and enjoyable
1,leave us stranded with nothing more than our lesser appetites
4,rated EEE for excitement
1,You could hate it for the same reason .
3,they find new routes through a familiar neighborhood
4,breathtakingly
4,I truly enjoyed most of Mostly Martha while I ne
2,on their working-class subjects
0,he runs around and acts like a doofus
3,her cheery and tranquil suburban life
1,'s left of his passe ' chopsocky glory
3,sweet-tempered
2,Trouble Every Day
4,The filmmakers know how to please the eye
0,A grand fart coming from a director beginning to resemble someone 's crazy French grandfather
0,painful ride
4,grace this deeply touching melodrama .
2,hospital bed or insurance company office
0,for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance
3,intimate feeling
3,makes the experience worthwhile
1,more silly than scary
3,is that I ca n't wait to see what the director does next .
4,An emotionally strong and politically potent piece of cinema .
3,still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .
3,are included
1,The movie is a mess from start to finish .
1,to hate
2,I miss something
0,tortuous
4,a true talent
1,that criticizing feels more like commiserating
2,a more original story
3,reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth
2,run through dark tunnels
4,with the best of Herzog 's works
0,An annoying orgy of excess and exploitation that has no point and goes nowhere .
0,'s a great deal of corny dialogue and preposterous moments
4,uplifter .
3,ambitious
3,needs more filmmakers with passionate enthusiasms like Martin Scorsese .
3,graces
3,otherwise delightful
2,that the human story is pushed to one side
3,makes Salton Sea surprisingly engrossing
1,finds it difficult to sustain interest in his profession after the family tragedy
3,to quibble with a flick boasting this many genuine cackles
4,the finest films of the year
1,Triumph of Love is a very silly movie
2,called ` Under Siege 3
1,will not be for much longer
3,a great deal of thought
2,the human tragedy
1,clue you in that something 's horribly wrong
2,Bazadona and Grace Woodard
3,solid performances and eerie atmosphere
3,the value and respect
3,a grand tour
4,perfect in their roles
1,is so often less
1,becoming irritating
4,one of the year 's most enjoyable releases
0,a retread story
4,thoroughly involving
0,relatively flavorless
3,John Hughes comedy
2,recognizably Plympton
1,The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .
3,more re-creations of all those famous moments
2,original comic books
3,is a little like a chocolate milk moustache ...
3,will be plenty of female audience members drooling over Michael Idemoto as Michael
0,which nurses plot holes gaping enough to pilot an entire Olympic swim team through
2,as Demme experiments
4,that makes his films so memorable
1,deviant
4,Straightforward and old-fashioned in the best possible senses of both those words
3,Robert De Niro performance
4,Oscar caliber cast
1,The philosophical musings of the dialogue jar against the tawdry soap opera antics
1,were already tired
3,of the things that made the original Men in Black such a pleasure
4,This is the best Star Trek movie in a long time .
3,roiling black-and-white inspires
1,a bit melodramatic and even a little dated
3,of education
2,an altogether darker side
1,only a document of the worst possibilities of mankind
3,make you misty even when you do n't
2,relationship and personality
0,Dismally dull sci-fi comedy .
4,as outstanding as director Bruce McCulloch
3,own ambitious goals
1,a riot-control projectile or my own tortured psyche
4,well directed
0,content to recycle images and characters that were already tired 10 years ago
4,Thumbs up to Paxton for not falling into the Hollywood trap and making a vanity project with nothing new to offer .
0,Gaping plot holes sink this ` sub ' - standard thriller and drag audience enthusiasm to crush depth .
2,Unless you 're a fanatic
1,doing unpleasant things to each other and themselves
1,too long has ignored
4,the power of fantasy
4,might go down as one of the all-time great apocalypse movies
1,'s also simple-minded and contrived
2,the seas
2,exploratory medical procedure
4,a gorgeous color palette
1,Does n't add up to much
4,is his best film
4,genuine insight into the urban heart
4,A film that will probably please people
4,magic and is enjoyable family fare .
2,just one word
0,have not been this disappointed by a movie in a long time .
4,A mesmerizing cinematic poem
0,two hours feel like four
0,too immature and unappealing to care about
0,a dud
3,audacity and openness
1,an inferior level
1,dramatic nor
0,Reign of Fire is hardly the most original fantasy film ever made
1,the butt
2,you can refuse
1,may be shallow
0,I do n't blame Eddie Murphy but should n't Owen Wilson know a movie must have a story and a script ?
4,vibrant with originality
1,Wal-Mart checkout line
3,captures them by freeing them from artefact
3,the look and the period trappings right
3,hard to resist
0,it feels more forced than usual .
2,the entire 100 minutes
2,all the difference
3,ocean visuals
0,keep pushing the jokes at the expense of character until things fall apart .
4,explosive physical energy and convincing intelligence
3,counter-cultural
2,immigrant family
0,nothing funny in this every-joke-has - been-told-a
0,Tony Gayton 's script does n't give us anything we have n't seen before
0,this emotional misery
2,163
2,Any Chekhov
1,One of these days Hollywood will come up with an original idea for a teen movie
2,cut through the sugar coating
2,for the bare-midriff generation
2,Some elements of it
3,watch these two together
0,deserve to go down with a ship as leaky as this
3,who inhabit it
1,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line
3,runaway success
1,cathartic
3,'ve been patched in from an episode of Miami Vice
3,guiding lights
4,we 're seeing something purer than the real thing
2,Stern
3,to Winger fans who have missed her since 1995 's Forget Paris
4,his penchant for tearing up on cue -- things that seem so real in small doses
3,that offers a thoughtful and rewarding glimpse into the sort of heartache everyone
1,fishy
1,An imponderably stilted and self-consciously arty movie .
3,funniest and most likeable
3,soulful development
1,been edited at all
1,settles too easily
4,a terrific performance
1,The movie weighs no more than a glass of flat champagne .
1,feel-bad
2,by Allison Lohman
3,gorgeous film
4,hilarious -RRB-
2,the mix
1,soliloquies about nothing delivered by the former Mr. Drew Barrymore
4,extraordinary technical accomplishments
4,One of the most exciting action films to come out of China in recent years
0,overweight and out of shape
1,like whether compromise is the death of self ... this Orgasm -LRB- wo n't be an -RRB- exceedingly memorable one for most people .
0,demonstrates just how far his storytelling skills have eroded .
4,is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times
1,is way too indulgent .
1,tolerable-to-adults lark of a movie
1,something is rotten in the state of California
3,A flick about our infantilized culture that is n't entirely infantile
0,the characters are n't interesting enough to watch them go about their daily activities for two whole hours
4,the action is dazzling
1,damn weird
2,interested to see what all the fuss is about
4,a glorious dose
2,villainous vampires are your cup of blood
4,is extraordinarily good
2,unspool
0,its committed dumbness
4,Provides the kind of ` laugh therapy ' I need from movie comedies
0,'s film ' in the worst sense of the expression .
2,as cover for the absence of narrative continuity
4,The best movie in many a moon about the passions that sometimes fuel our best achievements and other times
2,she shows little understanding
4,really special walk
2,stalked by creepy-crawly bug things that live only in the darkness
0,Thumbs down .
2,Bloody Sunday
3,as it stands I
4,should see it as soon as possible
2,The Hours
1,tries too hard to be emotional
0,Hate it because it 's lousy .
4,exceeds expectations .
0,At its worst
3,a fully engaged supporting cast
1,otherwise mediocre
2,it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .
3,is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .
2,a Hollywood studio
0,that feels dusty and leatherbound
2,without Charlie
1,determination to inject farcical raunch
3,is so convincing
0,The story is bogus
3,love the opening scenes of a wintry New York City in 1899
3,Fresh and raw
1,ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff
3,an extraordinary
2,in this supposedly funny movie
4,emerges as his most vital work since GoodFellas .
3,endearing and easy
0,movies with giant plot holes
0,of a movie that might have been titled ` The Loud and the Ludicrous '
1,the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans
4,The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .
3,Like It has its share of high points
0,deathly slow to any teen
3,have potential
3,to light
0,A lame comedy .
4,vibrant and intoxicating
4,He does this so well you do n't have the slightest difficulty accepting him in the role .
3,the stuff of lurid melodrama
4,good-hearted ensemble comedy
1,... something appears to have been lost in the translation this time
4,... has a pleasing way with a metaphor .
2,has a little too much resonance with real world events
4,Changing Lanes is an anomaly for a Hollywood movie ; it 's a well-written and occasionally challenging social drama that actually has something interesting to say .
4,guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today
4,Enticing and often funny documentary .
4,highly watchable
2,of a war-torn land
4,`` 13 Conversations About One Thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .
1,while the story goes nowhere
3,moving and solidly entertaining
4,Another Day is as stimulating & heart-rate-raising as any James Bond thriller
0,incredibly inane
4,This gorgeous epic is guaranteed to lift the spirits of the whole family .
1,Castro
3,the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .
2,the time Frank parachutes down onto a moving truck
3,its sweeping battle scenes
0,depressing
0,Bears is even worse than I imagined a movie ever could be .
4,impressed by the skill of the actors involved in the enterprise
2,continues to baffle the faithful with his games of hide-and-seek
0,Boasting some of the most poorly staged and lit action in memory
0,an inexpressible and drab wannabe
3,wit and warmth than should be expected from any movie with a `` 2 '' at the end of its title .
3,please the eye
2,where so many of us spend so much of our time
3,Campanella 's competent direction and
3,above pat inspirational status
3,moderately amusing
0,committed dumbness
3,unusual music
1,ticking time bombs and other Hollywood-action cliches
1,a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .
2,the scintillating force of its actors to draw out the menace of its sparse dialogue
2,now-cliched
2,of Showgirls
0,... is dudsville .
4,that even cranky adults may rediscover the quivering kid inside
1,better suited to a night in the living room than a night at the movies
4,Astonishing ... -LRB- frames -RRB- profound ethical and philosophical questions in the form of dazzling pop entertainment .
3,its smallness
2,that it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list
1,are wasted in it
4,Probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent
4,deftly executed
2,... Myers has turned his franchise into the movie version of an adolescent dirty-joke book done up in post-Tarantino pop-culture riffs ...
2,Dolls
1,then pay your $ 8 and get ready for the big shear .
4,also rocks .
3,always has been remarkable about clung-to traditions
2,made by someone who surely read The Catcher in the Rye but clearly suffers from dyslexia
1,is the death of self ... this Orgasm -LRB- wo n't be an -RRB- exceedingly memorable one for most people
3,a generous cast
1,an entirely stale concept
2,the original Ringu
0,put to sleep or bewildered by the artsy and often pointless visuals
4,young romantics
2,most famous previous film adaptation
1,is n't quite one of the worst movies of the year
4,is certainly easy to watch .
2,for director Peter Bogdanovich
1,that even 3 Oscar winners ca n't overcome
3,such conviction
0,will see nothing in it to match the ordeal of sitting through it
2,opera
1,deflated
4,The film offers an intriguing what-if premise .
3,to sustain laughs
2,science-fiction
0,The rest of the film ... is dudsville .
0,a stumblebum
0,lacks in originality
2,confusion
3,the outlandishness of the idea itself
4,tremendous
3,of spontaneity in its execution and a dearth of real poignancy
3,Angelina Jolie 's surprising flair for self-deprecating comedy
1,a weak and ineffective ghost story without a conclusion or pay off
2,you to believe
2,draw out
3,for genre fans
4,play their roles with vibrant charm
0,be more like hell
4,Big Fat Liar is a real charmer
4,also has a strong dramatic and emotional pull that gradually sneaks up on the audience
1,'s unlikely to become a household name on the basis of his first starring vehicle .
2,deliberate
0,The most horrific movie experience
4,worthy of the price of a ticket
4,is often as fun
0,replaced by the forced funniness found in the dullest kiddie flicks
4,makes an amazing breakthrough in her first starring role and eats up the screen
4,masterful work
3,her inventive director
4,may prove to be -LRB- Tsai 's -RRB- masterpiece .
4,Spirit is a visual treat
4,Enchanted
0,An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .
1,is not one of the movies you 'd want to watch if you only had a week to live
2,made for each other
4,excellent storytelling
2,'s so prevalent on The Rock
1,'ll feel like you ate a Reeses without the peanut butter
0,and crude storyline
2,to cartoonish slapstick
0,Sade achieves the near-impossible : It turns the Marquis de Sade into a dullard .
4,terrific story
4,immensely appealing
2,on something
3,has finally found the right vent -LRB- accurate
2,about destiny and redemptive
4,look at that clever angle !
2,solely
3,its social and political potential
0,The latest Adam Sandler assault and possibly the worst film of the year
2,Loses
2,more often than it does n't
2,romantic comedy
3,before Janice comes racing to the rescue in the final reel
2,romantic comedy .
1,leaving questions in its wake
2,from other movies
1,of pointless mayhem
1,becoming too cute about it
4,entertaining and suggestive
2,as Nicholas ' wounded
3,do the subject matter justice
1,hardly enough
2,on the conspirators
0,you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .
0,inexcusable
0,a complete mess
3,This in-depth study of important developments of the computer industry
3,is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .
3,overcomes
4,Grant 's two best films
4,One of the greatest films
2,the personal touch
0,SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit
0,A glossy knock-off
2,prefer to think of it as `` Pootie Tang with a budget .
1,but the movie has a tougher time balancing its violence with Kafka-inspired philosophy
1,idea -LRB- of middle-aged romance -RRB- is not handled well and
1,Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .
2,Vietnamese point
4,a work of art
0,have been astronomically bad
2,should log a minimal number of hits
0,worst movie
2,night
1,is like watching a transcript of a therapy session brought to humdrum life by some Freudian puppet
0,is ironically muted by the very people who are intended to make it shine
0,this three-hour endurance test built around an hour 's worth of actual material
1,may be his way of saying that piffle is all that the airhead movie business deserves from him right now
4,The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .
2,to develop them
3,afterlife
3,a well-written and occasionally challenging social drama
2,shot on video tape instead of film
4,with tremendous skill
4,to see a romance this smart
2,seems to pursue silent film representation with every mournful composition
0,a bad idea from frame one
0,There 's no energy .
3,tremble without losing his machismo
1,increasingly far-fetched events
1,was chuckling at all the wrong times
1,If you can push on through the slow spots
2,wrought
1,The film 's thoroughly recycled plot
0,self-glorification and a manipulative whitewash
2,face
2,ins and outs
1,mindless action flick
1,'s trying to set the women 's liberation movement back 20 years
4,recommend Snow Dogs
4,is that wind-in-the-hair exhilarating
1,Not once does it come close to being exciting .
0,its abrupt drop in IQ points as it races to the finish line proves simply too discouraging to let slide
1,branched out into their own pseudo-witty copycat interpretations
4,the emotion or timelessness of Disney 's great past
0,in a movie this bad
0,This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .
0,this utterly ridiculous shaggy dog story as one
2,gay film
2,of layer upon layer
1,A well-crafted letdown .
0,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get
2,haranguing the wife
4,such a perfect medium
3,female friendship that men can embrace
0,This mess of a movie
2,is n't even close to being the barn-burningly bad movie it promised it would be
3,will prefer this new version
3,right into the center of that world
1,makes me feel weird \/ Thinking about all the bad things in the world \/ Like puppies with broken legs \/ And butterflies that die \/ And movies starring pop queens
1,check your pulse .
4,Brosnan 's finest non-Bondish performance
2,captures them
0,This ludicrous film is predictable at every turn .
2,you hate yourself for giving in
1,might be distracted by the movie 's quick movements and sounds
0,is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .
4,beautifully produced
2,would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .
3,but an amiably idiosyncratic work
0,both overplayed and exaggerated
0,winds up mired in tear-drenched quicksand .
3,mystical
4,With wit and empathy to spare
0,excruciating
3,rich promise
2,is no cinematic sin
2,children can be trained to live out and carry on their parents ' anguish
2,low-rent
3,wildly popular Vin Diesel
4,an elegant visual sense
1,How can such a cold movie claim to express warmth and longing ?
4,attractive throughout
2,The Full Monty
1,and hellish conditions
2,babies
4,drawn engaging characters
3,most entertaining Bonds
3,an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters
3,of tradition and warmth
2,the haphazardness
1,It has the requisite faux-urban vibe and hotter-two-years-ago rap and R&B names and references .
0,the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything
4,spellbinding fun and deliciously exploitative
0,plummets into a comedy graveyard
3,a recommendation
0,a bad sign when they 're supposed to be having a collective heart attack
2,his hero 's
1,spiteful idiots
4,much dramatic impact
2,so hold the gong
3,good-hearted
0,This overlong infomercial
0,leaden and predictable
1,most undeserving
1,-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated
2,the delirium
2,an answer
0,` Hungry-Man portions of bad '
1,is that Van Wilder does little that is actually funny with the material .
2,fresh good looks
3,occasionally very enjoyable
0,who rambles aimlessly through ill-conceived action pieces
1,a boring man
3,has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .
2,breezy caper movie
1,There are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .
4,is a film that manages to find greatness in the hue of its drastic iconography
4,is mesmerizing
4,trumps
3,rare to find a film to which the adjective ` gentle ' applies
3,a beguiling freshness
3,tossed in
2,a love story
3,moving tale
1,if even the filmmakers did n't know what kind of movie they were making
4,monumental
4,a winner
3,brisk 85-minute screwball thriller
1,crucifixion
4,worth the concentration
4,most ingenious film
3,the-night
3,the finest kind
4,charming result
2,proper
0,are more involving than this mess .
4,the best he 's been in years
3,is always watchable
4,could become a historically significant work as well as a masterfully made one
3,comic voice
4,is a treat .
0,bad cinema
3,Writer-director David Jacobson
2,hit theaters since Beauty and the Beast 11 years ago
0,An annoying orgy
2,inhale
4,undeniably moving film
1,fuse at least three dull plots
2,a rather simplistic one :
2,from both sides
0,an hour-and-a-half-long commercial
4,is extremely funny
4,best and most exciting movies
0,there are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears
3,grace and eloquence
0,the rest is just an overexposed waste of film
4,is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story
1,It all seemed wasted like DeNiro 's once promising career and the once grand Long Beach boardwalk .
2,Ernest
2,a technology
4,acquires an undeniable entertainment value
0,The film desperately sinks further and further into comedy futility .
0,the phony baloney movie biz
1,of piffle
0,It is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them .
4,Charming and funny -LRB- but ultimately silly -RRB- movie
0,Stale and
1,proves tiresome
3,slickly
4,the movie is powerful and provocative .
0,an astonishingly condescending attitude toward women
0,will need all the luck they can muster just figuring out who 's who in this pretentious mess
4,of the best gay love stories
2,rooted in that decade
2,reflects
3,'s not just a feel-good movie
1,The bad sound
0,than seeing an otherwise good movie marred beyond redemption by a disastrous ending
0,how bad an actress she is
0,The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .
1,too burdened by the actor
4,He has a great cast and a great idea .
3,a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .
1,the man who bilked unsuspecting moviegoers
1,bull
2,promises
1,It 's not going to be everyone 's bag of popcorn
4,for the still-inestimable contribution they have made to our shared history
2,Wahlberg and Thandie Newton
4,which is best for the stunning star turn by Djeinaba Diop Gai
4,first-rate performance
1,of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly
2,subtlety
2,the dignity
3,better script
3,A film of delicate interpersonal dances .
1,is that it does n't give a damn
2,thrown back in the river
3,brand name
3,is the number of lasting images all its own .
2,as solid and
2,going to give it a marginal thumbs up
3,the pristine camerawork
2,its high-minded appeal
4,found a cult favorite
1,to pull his head out of his butt
3,better after Foster
4,Steers refreshingly clear of the usual cliches
1,play out with the intellectual and emotional impact of an after-school special
0,wretchedly unfunny wannabe comedy
1,remain an unchanged dullard
2,TAY
0,diminishing his stature from Oscar-winning master to lowly studio hack
1,reality tv obsession
3,its own quirky hipness
2,bumps up against 21st century reality so hard
3,rises to a higher level
3,most entertaining moments
0,pissed
4,The stunt work is top-notch ; the dialogue and drama often food-spittingly funny
1,orgy
1,to the failure of the third Revenge of the Nerds sequel
2,Total Recall
2,working class community
0,Remember back when thrillers actually thrilled
2,the dark visions
3,an intriguing bit of storytelling
2,'s too clever for its own good
0,dreadful
2,Comic Book Guy
